heat, value, length
14 62 1519
15 67 1549
16 64 1565
17 64 1585
18 65 1526
19 65 1491
20 67 1579
21 63 1477
22 64 1477
23 63 1400
24 63 1354
25 63 1346
26 63 1350
27 62 1300
28 62 1304
29 60 1262
30 60 1250
0 37 530
1 37 530
2 37 530
3 50 834
4 50 836
5 57 1067
6 53 980
7 63 1376
8 60 1350
9 63 1388
10 62 1480
11 65 1564
12 63 1546
13 62 1505
14 63 1543
15 64 1573
16 65 1604
17 62 1537
18 65 1605
19 66 1537
20 64 1460
21 65 1479
22 65 1437
23 65 1445
24 64 1346
25 64 1336
26 62 1275
27 62 1263
28 62 1269
29 61 1186
30 61 1174
0 41 589
1 41 589
2 41 589
3 48 729
4 55 902
5 58 1141
6 60 1189
7 65 1363
8 65 1426
9 66 1587
10 65 1571
11 64 1583
12 63 1598
13 62 1492
14 65 1607
15 63 1490
16 64 1588
17 63 1497
18 65 1619
19 66 1572
20 68 1544
21 65 1461
22 66 1535
23 65 1447
24 67 1499
25 66 1414
26 65 1368
27 64 1333
28 64 1321
29 62 1294
30 61 1252
0 36 577
1 36 577
2 36 577
3 42 729
4 49 841
5 54 976
6 54 1068
7 61 1365
8 60 1303
9 62 1488
10 62 1525
11 58 1531
12 61 1553
13 62 1560
14 62 1531
15 62 1545
16 64 1588
17 63 1580
18 66 1601
19 68 1623
20 65 1557
21 66 1528
22 65 1476
23 66 1486
24 64 1435
25 65 1452
26 65 1414
27 65 1402
28 65 1346
29 64 1334
30 65 1354
0 39 546
1 39 546
2 39 546
3 46 761
4 50 886
5 51 1009
6 56 1129
7 59 1289
8 63 1469
9 66 1554
10 63 1527
11 63 1481
12 64 1568
13 64 1561
14 60 1457
15 60 1461
16 62 1514
17 66 1562
18 64 1533
19 64 1510
20 65 1486
21 63 1458
22 63 1422
23 63 1386
24 65 1425
25 65 1387
26 65 1392
27 65 1388
28 65 1366
29 67 1382
30 66 1343
0 40 589
1 40 589
2 40 589
3 48 815
4 52 903
5 55 973
6 57 1046
7 63 1248
8 60 1323
9 64 1552
10 63 1493
11 63 1503
12 61 1500
13 62 1498
14 62 1518
15 61 1463
16 65 1588
17 65 1575
18 65 1550
19 64 1543
20 64 1477
21 66 1528
22 66 1511
23 65 1478
24 64 1377
25 62 1330
26 61 1287
27 61 1267
28 61 1235
29 62 1317
30 62 1291
0 39 577
1 39 577
2 39 577
3 50 807
4 51 895
5 57 1103
6 56 1125
7 61 1341
8 58 1391
9 64 1536
10 62 1547
11 62 1495
12 62 1518
13 58 1420
14 63 1524
15 65 1589
16 63 1546
17 64 1556
18 63 1526
19 64 1524
20 65 1516
21 64 1498
22 63 1441
23 65 1497
24 65 1439
25 63 1398
26 60 1294
27 61 1311
28 61 1273
29 61 1269
30 65 1365
0 35 541
1 35 541
2 35 541
3 42 631
4 46 784
5 54 1070
6 58 1124
7 59 1206
8 63 1432
9 63 1505
10 63 1547
11 63 1565
12 62 1506
13 61 1477
14 62 1512
15 60 1459
16 60 1424
17 61 1502
18 67 1568
19 66 1530
20 64 1451
21 64 1452
22 63 1420
23 64 1461
24 63 1436
25 64 1395
26 62 1338
27 61 1343
28 59 1239
29 58 1227
30 58 1229
0 37 567
1 37 567
2 37 567
3 47 852
4 45 808
5 51 942
6 56 1181
7 58 1257
8 60 1285
9 62 1466
10 64 1525
11 60 1539
12 60 1487
13 59 1492
14 59 1465
15 64 1537
16 63 1544
17 67 1659
18 66 1565
19 67 1594
20 67 1593
21 67 1586
22 68 1581
23 66 1507
24 66 1449
25 66 1449
26 62 1390
27 64 1397
28 65 1375
29 65 1353
30 61 1270
0 43 657
1 43 657
2 43 657
3 49 819
4 49 857
5 56 1064
6 53 1101
7 62 1289
8 63 1481
9 63 1569
10 63 1539
11 61 1602
12 59 1583
13 59 1484
14 60 1519
15 60 1494
16 60 1490
17 60 1486
18 62 1506
19 63 1519
20 63 1458
21 65 1500
22 66 1538
23 66 1463
24 66 1459
25 66 1441
26 65 1372
27 66 1429
28 65 1395
29 62 1305
30 61 1234
0 37 561
1 37 561
2 37 561
3 49 811
4 47 789
5 56 1058
6 57 1230
7 61 1310
8 60 1501
9 60 1486
10 60 1537
11 58 1360
12 60 1424
13 58 1424
14 58 1356
15 59 1358
16 58 1376
17 61 1467
18 63 1493
19 65 1560
20 66 1526
21 66 1512
22 65 1429
23 64 1404
24 64 1410
25 64 1382
26 64 1362
27 64 1376
28 64 1340
29 64 1304
30 63 1256
0 37 546
1 37 546
2 37 546
3 50 846
4 49 875
5 54 997
6 55 1092
7 60 1302
8 63 1574
9 65 1597
10 62 1524
11 57 1362
12 59 1516
13 59 1416
14 58 1449
15 61 1489
16 61 1484
17 60 1388
18 61 1467
19 64 1476
20 60 1399
21 67 1540
22 67 1513
23 64 1474
24 63 1419
25 63 1435
26 64 1412
27 64 1414
28 65 1391
29 63 1270
30 59 1193
0 34 510
1 34 510
2 34 510
3 41 620
4 48 859
5 54 1015
6 53 1003
7 58 1128
8 60 1256
9 65 1533
10 63 1567
11 63 1434
12 65 1566
13 63 1495
14 66 1584
15 64 1581
16 63 1534
17 63 1527
18 65 1518
19 67 1581
20 67 1629
21 67 1507
22 67 1505
23 65 1422
24 67 1472
25 65 1382
26 65 1382
27 66 1377
28 66 1359
29 67 1437
30 62 1313
0 37 543
1 37 543
2 37 543
3 47 816
4 48 837
5 56 1049
6 53 1098
7 61 1319
8 60 1393
9 63 1591
10 64 1594
11 62 1426
12 62 1528
13 60 1453
14 60 1459
15 64 1544
16 64 1591
17 63 1510
18 64 1463
19 65 1530
20 65 1498
21 66 1516
22 62 1399
23 62 1367
24 62 1345
25 62 1334
26 62 1314
27 62 1296
28 62 1294
29 62 1281
30 62 1267
0 28 460
1 28 460
2 28 460
3 45 741
4 46 855
5 49 898
6 54 997
7 56 1142
8 62 1357
9 62 1400
10 61 1483
11 63 1517
12 62 1511
13 62 1489
14 60 1498
15 63 1519
16 63 1505
17 64 1559
18 64 1484
19 64 1475
20 64 1489
21 65 1448
22 64 1417
23 65 1394
24 65 1390
25 64 1404
26 64 1352
27 64 1346
28 64 1340
29 64 1326
30 64 1308
0 41 589
1 41 589
2 41 589
3 48 785
4 51 879
5 55 1017
6 57 1176
7 62 1421
8 62 1511
9 61 1483
10 60 1606
11 60 1536
12 60 1552
13 60 1566
14 62 1582
15 63 1530
16 63 1608
17 64 1627
18 65 1570
19 69 1688
20 65 1525
21 66 1505
22 65 1497
23 65 1471
24 64 1415
25 64 1378
26 64 1376
27 65 1403
28 62 1309
29 60 1243
30 60 1217
0 35 559
1 35 559
2 35 559
3 47 736
4 49 814
5 56 1005
6 57 1075
7 59 1328
8 62 1396
9 63 1556
10 65 1553
11 66 1595
12 62 1560
13 61 1537
14 62 1530
15 65 1551
16 64 1555
17 65 1529
18 66 1522
19 66 1502
20 66 1448
21 66 1454
22 66 1454
23 66 1413
24 65 1405
25 63 1353
26 63 1345
27 62 1314
28 63 1317
29 63 1287
30 62 1280
0 39 573
1 39 573
2 39 573
3 49 838
4 52 901
5 58 1014
6 58 1185
7 61 1321
8 64 1490
9 65 1480
10 62 1509
11 64 1600
12 57 1473
13 62 1579
14 60 1537
15 64 1566
16 63 1545
17 64 1534
18 64 1511
19 65 1542
20 66 1530
21 66 1554
22 65 1493
23 65 1462
24 65 1414
25 67 1434
26 67 1458
27 63 1350
28 63 1382
29 63 1368
30 64 1360
0 41 567
1 41 567
2 41 567
3 50 755
4 49 814
5 55 944
6 58 1074
7 61 1221
8 60 1365
9 67 1587
10 66 1614
11 63 1501
12 65 1569
13 62 1560
14 63 1569
15 61 1469
16 62 1526
17 64 1537
18 65 1520
19 68 1621
20 66 1567
21 67 1537
22 65 1424
23 63 1387
24 63 1352
25 62 1285
26 63 1295
27 63 1297
28 63 1271
29 64 1280
30 62 1239
0 39 594
1 39 594
2 39 594
3 49 822
4 48 756
5 55 1071
6 55 1021
7 63 1407
8 60 1353
9 64 1596
10 63 1542
11 61 1523
12 62 1488
13 61 1495
14 62 1559
15 63 1531
16 66 1616
17 62 1593
18 66 1616
19 67 1547
20 66 1575
21 66 1536
22 65 1497
23 64 1408
24 64 1398
25 64 1378
26 63 1349
27 64 1368
28 63 1356
29 63 1331
30 63 1320
0 42 630
1 42 630
2 42 630
3 51 820
4 45 729
5 58 1099
6 56 1099
7 59 1318
8 59 1313
9 64 1467
10 66 1630
11 63 1574
12 68 1590
13 63 1505
14 64 1570
15 63 1575
16 62 1535
17 66 1512
18 67 1575
19 63 1483
20 64 1451
21 63 1435
22 64 1421
23 65 1435
24 65 1406
25 63 1382
26 65 1370
27 63 1320
28 63 1272
29 61 1245
30 62 1255
0 38 546
1 38 546
2 38 546
3 46 769
4 48 909
5 57 1064
6 54 1085
7 64 1408
8 63 1453
9 60 1425
10 61 1486
11 64 1630
12 62 1612
13 62 1556
14 62 1595
15 61 1569
16 64 1600
17 62 1525
18 63 1534
19 64 1533
20 64 1518
21 64 1503
22 64 1525
23 64 1505
24 64 1489
25 65 1458
26 65 1438
27 64 1400
28 63 1372
29 64 1377
30 66 1388
0 39 551
1 39 551
2 39 551
3 45 728
4 48 834
5 54 1052
6 56 1050
7 58 1277
8 61 1396
9 65 1589
10 62 1448
11 63 1509
12 64 1538
13 62 1554
14 64 1555
15 65 1626
16 65 1545
17 65 1559
18 67 1611
19 66 1529
20 67 1491
21 67 1521
22 66 1416
23 66 1431
24 65 1414
25 65 1398
26 65 1349
27 66 1354
28 65 1343
29 63 1265
30 63 1253
0 40 621
1 40 621
2 40 621
3 46 757
4 50 919
5 56 1078
6 54 1160
7 60 1298
8 62 1375
9 62 1425
10 62 1560
11 61 1477
12 59 1480
13 62 1449
14 60 1457
15 61 1482
16 60 1507
17 59 1456
18 62 1503
19 64 1426
20 65 1480
21 61 1390
22 64 1453
23 65 1414
24 65 1438
25 65 1416
26 65 1390
27 65 1376
28 63 1285
29 63 1281
30 64 1288
0 35 548
1 35 548
2 35 548
3 46 714
4 48 831
5 58 1129
6 58 1193
7 62 1404
8 61 1473
9 67 1580
10 65 1632
11 63 1617
12 61 1553
13 64 1571
14 63 1585
15 67 1666
16 64 1602
17 65 1620
18 66 1571
19 66 1553
20 65 1499
21 66 1459
22 67 1501
23 64 1438
24 64 1432
25 65 1399
26 64 1380
27 64 1319
28 65 1356
29 65 1358
30 63 1317
0 39 601
1 39 601
2 39 601
3 43 686
4 46 755
5 53 1035
6 52 979
7 60 1282
8 60 1320
9 65 1514
10 61 1487
11 62 1542
12 62 1533
13 62 1521
14 61 1428
15 62 1488
16 61 1454
17 64 1499
18 65 1518
19 63 1489
20 65 1530
21 65 1492
22 65 1468
23 64 1414
24 64 1376
25 62 1322
26 61 1270
27 63 1365
28 60 1282
29 61 1286
30 60 1246
0 39 581
1 39 581
2 39 581
3 45 720
4 48 812
5 56 1034
6 56 1128
7 58 1263
8 62 1475
9 64 1564
10 63 1611
11 61 1552
12 61 1511
13 59 1492
14 61 1509
15 65 1616
16 63 1556
17 65 1564
18 64 1536
19 64 1486
20 64 1466
21 65 1477
22 64 1436
23 63 1371
24 64 1416
25 64 1356
26 63 1315
27 62 1277
28 62 1287
29 61 1228
30 61 1204
0 34 505
1 34 505
2 34 505
3 48 790
4 48 844
5 59 1165
6 55 1182
7 62 1344
8 61 1525
9 61 1400
10 61 1532
11 61 1515
12 61 1582
13 61 1577
14 63 1618
15 66 1662
16 64 1634
17 66 1621
18 66 1585
19 63 1553
20 66 1580
21 65 1515
22 65 1523
23 65 1485
24 62 1355
25 64 1436
26 66 1451
27 64 1404
28 62 1339
29 61 1312
30 60 1251
0 38 498
1 38 498
2 38 498
3 48 756
4 49 815
5 57 1103
6 57 1145
7 62 1351
8 63 1425
9 62 1568
10 61 1400
11 61 1551
12 60 1523
13 65 1557
14 63 1529
15 65 1592
16 65 1563
17 63 1509
18 62 1480
19 67 1595
20 68 1586
21 67 1536
22 68 1542
23 67 1475
24 67 1437
25 66 1380
26 66 1378
27 66 1340
28 62 1261
29 63 1267
30 62 1221
0 44 660
1 44 660
2 44 660
3 49 812
4 48 785
5 56 972
6 59 1099
7 60 1302
8 64 1399
9 64 1505
10 64 1554
11 61 1433
12 61 1521
13 63 1527
14 62 1572
15 63 1521
16 65 1587
17 63 1539
18 66 1574
19 67 1580
20 65 1517
21 64 1456
22 65 1448
23 64 1421
24 64 1393
25 63 1374
26 62 1363
27 63 1329
28 63 1323
29 63 1293
30 63 1273
0 38 568
1 38 568
2 38 568
3 45 745
4 48 789
5 48 879
6 55 1052
7 62 1328
8 60 1342
9 64 1561
10 63 1452
11 64 1526
12 64 1511
13 65 1585
14 64 1531
15 66 1587
16 67 1608
17 67 1550
18 66 1504
19 64 1489
20 64 1425
21 64 1407
22 63 1397
23 63 1357
24 62 1286
25 62 1280
26 64 1329
27 62 1290
28 61 1252
29 66 1354
30 66 1314
0 41 609
1 41 609
2 41 609
3 48 775
4 48 775
5 52 933
6 56 1119
7 58 1257
8 62 1444
9 65 1483
10 64 1474
11 64 1596
12 63 1585
13 64 1566
14 63 1527
15 64 1522
16 63 1523
17 66 1559
18 66 1526
19 66 1523
20 65 1499
21 66 1485
22 66 1471
23 66 1491
24 66 1415
25 67 1484
26 66 1405
27 67 1466
28 63 1356
29 60 1264
30 60 1252
0 36 593
1 36 593
2 36 593
3 45 767
4 50 882
5 52 974
6 53 1068
7 60 1293
8 62 1486
9 65 1493
10 64 1569
11 63 1503
12 64 1580
13 64 1538
14 63 1553
15 65 1570
16 65 1523
17 66 1550
18 65 1549
19 67 1526
20 67 1558
21 67 1482
22 65 1421
23 63 1389
24 62 1313
25 62 1311
26 62 1331
27 63 1311
28 62 1309
29 63 1279
30 63 1271
0 35 542
1 35 542
2 35 542
3 47 749
4 48 868
5 55 1035
6 51 1020
7 60 1214
8 62 1407
9 65 1586
10 65 1605
11 63 1556
12 63 1565
13 61 1561
14 62 1523
15 62 1472
16 61 1537
17 64 1536
18 67 1562
19 66 1546
20 66 1539
21 68 1515
22 67 1482
23 66 1451
24 66 1419
25 65 1385
26 65 1373
27 65 1351
28 65 1367
29 63 1310
30 63 1302
0 37 519
1 37 519
2 37 519
3 46 764
4 50 818
5 55 1047
6 55 1093
7 59 1254
8 59 1335
9 60 1399
10 61 1416
11 58 1423
12 59 1434
13 59 1427
14 57 1456
15 59 1435
16 61 1538
17 61 1504
18 60 1446
19 61 1500
20 65 1584
21 66 1526
22 65 1482
23 66 1494
24 66 1498
25 63 1393
26 63 1389
27 63 1346
28 62 1320
29 61 1301
30 61 1289
0 35 554
1 35 554
2 35 554
3 45 746
4 51 874
5 59 1120
6 58 1239
7 62 1346
8 65 1528
9 63 1506
10 63 1570
11 63 1532
12 63 1606
13 63 1526
14 62 1515
15 63 1545
16 63 1544
17 65 1626
18 62 1549
19 62 1462
20 64 1455
21 67 1558
22 66 1501
23 65 1462
24 67 1485
25 64 1425
26 62 1365
27 63 1396
28 62 1319
29 61 1306
30 60 1258

FINAL RESULT:69
heat: 26
length: 1378
[('45', '35'), ('23', '45'), ('34', '8'), ('38', '44'), ('13', '37'), ('38', '41'), ('15', '35'), ('33', '3'), ('35', '20'), ('49', '35'), ('17', '11'), ('17', '9'), ('31', '41'), ('15', '44'), ('18', '36'), ('41', '48'), ('48', '45'), ('2', '38'), ('22', '34'), ('46', '39'), ('34', '32'), ('31', '33'), ('14', '46'), ('26', '7'), ('28', '39'), ('15', '17'), ('12', '11'), ('1', '4'), ('45', '29'), ('50', '29'), ('40', '4'), ('9', '5'), ('39', '50'), ('40', '39'), ('4', '11'), ('28', '48'), ('27', '40'), ('6', '42'), ('6', '40'), ('13', '10'), ('50', '13'), ('33', '26'), ('4', '22'), ('35', '3'), ('12', '46'), ('2', '12'), ('19', '43'), ('49', '3'), ('47', '1'), ('15', '47'), ('1', '40'), ('26', '18'), ('4', '15'), ('28', '37'), ('2', '21'), ('39', '8'), ('47', '30'), ('44', '32'), ('13', '6'), ('27', '42'), ('7', '34'), ('31', '8'), ('25', '30'), ('30', '38'), ('16', '23'), ('38', '3'), ('22', '43'), ('2', '14'), ('37', '21'), ('6', '18')]
