heat, value, length
13 65 1542
14 65 1562
15 65 1601
16 64 1497
17 65 1504
18 66 1574
19 66 1546
20 65 1488
21 67 1510
22 66 1483
23 67 1468
24 66 1435
25 67 1464
26 67 1367
27 66 1324
28 67 1353
29 63 1287
30 64 1284
0 38 599
1 38 599
2 38 599
3 49 831
4 46 774
5 58 1078
6 58 1146
7 62 1299
8 61 1383
9 61 1433
10 64 1578
11 63 1617
12 60 1490
13 63 1553
14 59 1395
15 63 1540
16 65 1617
17 59 1416
18 61 1451
19 66 1579
20 67 1589
21 67 1535
22 67 1501
23 66 1468
24 67 1473
25 67 1475
26 67 1461
27 67 1427
28 66 1425
29 64 1359
30 64 1347
0 42 663
1 42 663
2 42 663
3 51 871
4 52 954
5 57 1085
6 56 1068
7 62 1291
8 64 1458
9 65 1617
10 65 1578
11 63 1559
12 62 1496
13 63 1546
14 65 1528
15 62 1504
16 64 1549
17 65 1569
18 65 1545
19 65 1488
20 67 1560
21 67 1516
22 67 1508
23 67 1516
24 66 1484
25 66 1454
26 64 1397
27 65 1396
28 65 1374
29 59 1226
30 59 1199
0 39 603
1 39 603
2 39 603
3 44 749
4 44 782
5 53 989
6 56 1101
7 58 1213
8 61 1359
9 64 1607
10 61 1456
11 60 1474
12 62 1451
13 64 1523
14 62 1515
15 64 1583
16 63 1520
17 64 1510
18 62 1480
19 63 1482
20 65 1501
21 65 1449
22 66 1526
23 65 1453
24 64 1419
25 65 1413
26 63 1358
27 63 1348
28 61 1298
29 62 1274
30 63 1333
0 35 529
1 35 529
2 35 529
3 46 774
4 41 700
5 59 1213
6 54 1131
7 62 1359
8 63 1532
9 67 1643
10 61 1568
11 62 1525
12 60 1518
13 59 1459
14 61 1513
15 58 1346
16 60 1422
17 66 1563
18 64 1537
19 66 1536
20 65 1509
21 63 1448
22 67 1563
23 65 1467
24 63 1346
25 64 1365
26 61 1293
27 61 1311
28 61 1296
29 58 1153
30 58 1162
0 42 651
1 42 651
2 42 651
3 44 667
4 49 797
5 59 1095
6 57 1133
7 63 1383
8 61 1411
9 63 1560
10 62 1536
11 58 1484
12 59 1563
13 60 1499
14 62 1542
15 60 1524
16 59 1455
17 63 1560
18 61 1460
19 62 1511
20 62 1475
21 63 1438
22 64 1513
23 63 1398
24 64 1390
25 63 1333
26 63 1317
27 65 1369
28 64 1353
29 60 1249
30 60 1255
0 39 587
1 39 587
2 39 587
3 47 735
4 54 932
5 56 1046
6 55 1090
7 58 1195
8 60 1295
9 62 1419
10 63 1570
11 60 1558
12 61 1518
13 61 1521
14 58 1576
15 63 1543
16 64 1578
17 66 1582
18 65 1567
19 64 1482
20 65 1540
21 65 1486
22 65 1448
23 66 1451
24 65 1392
25 62 1298
26 62 1286
27 62 1254
28 62 1260
29 62 1246
30 61 1211
0 42 660
1 42 660
2 42 660
3 48 802
4 47 826
5 57 1101
6 55 1070
7 64 1383
8 62 1377
9 62 1571
10 63 1502
11 62 1495
12 63 1508
13 62 1449
14 64 1547
15 65 1562
16 63 1560
17 64 1531
18 62 1480
19 66 1534
20 67 1613
21 63 1437
22 64 1470
23 64 1458
24 64 1440
25 62 1353
26 63 1349
27 63 1349
28 62 1321
29 62 1279
30 61 1222
0 36 523
1 36 523
2 36 523
3 47 736
4 46 738
5 54 919
6 53 978
7 63 1303
8 59 1264
9 62 1460
10 65 1606
11 63 1560
12 61 1558
13 63 1512
14 64 1529
15 65 1546
16 65 1529
17 66 1525
18 66 1530
19 65 1495
20 67 1562
21 67 1536
22 65 1475
23 65 1425
24 65 1419
25 65 1415
26 63 1321
27 63 1285
28 63 1269
29 63 1281
30 60 1201
0 37 554
1 37 554
2 37 554
3 47 796
4 46 814
5 54 1006
6 52 1047
7 60 1225
8 60 1351
9 65 1490
10 62 1499
11 64 1520
12 64 1516
13 65 1509
14 66 1605
15 62 1481
16 62 1547
17 66 1556
18 66 1516
19 65 1447
20 65 1438
21 66 1448
22 67 1452
23 65 1433
24 66 1420
25 65 1397
26 66 1408
27 64 1362
28 64 1352
29 61 1258
30 58 1213
0 35 531
1 35 531
2 35 531
3 48 854
4 49 819
5 57 1026
6 56 1131
7 60 1364
8 59 1440
9 62 1538
10 61 1489
11 60 1469
12 59 1566
13 61 1536
14 62 1522
15 65 1604
16 64 1569
17 65 1549
18 65 1527
19 66 1545
20 65 1508
21 65 1488
22 65 1498
23 63 1412
24 63 1408
25 64 1365
26 63 1374
27 63 1338
28 63 1334
29 63 1340
30 63 1321
0 38 612
1 38 612
2 38 612
3 46 698
4 47 817
5 58 1137
6 57 1119
7 62 1263
8 63 1512
9 65 1601
10 66 1604
11 64 1499
12 65 1550
13 64 1574
14 65 1582
15 67 1565
16 65 1608
17 67 1557
18 67 1577
19 68 1580
20 66 1533
21 67 1511
22 68 1522
23 65 1467
24 65 1455
25 63 1391
26 63 1357
27 63 1351
28 62 1334
29 63 1335
30 62 1288
0 37 584
1 37 584
2 37 584
3 48 867
4 49 854
5 56 1089
6 59 1173
7 60 1371
8 58 1371
9 63 1537
10 63 1550
11 63 1541
12 58 1436
13 60 1511
14 60 1484
15 62 1457
16 63 1522
17 65 1585
18 67 1591
19 69 1551
20 67 1511
21 66 1434
22 66 1430
23 64 1430
24 65 1400
25 65 1378
26 62 1326
27 62 1290
28 62 1306
29 62 1288
30 62 1281
0 38 559
1 38 559
2 38 559
3 46 684
4 50 844
5 55 1030
6 55 1080
7 60 1291
8 60 1344
9 66 1517
10 67 1614
11 65 1625
12 68 1669
13 65 1626
14 66 1600
15 67 1622
16 68 1604
17 66 1571
18 67 1572
19 67 1580
20 67 1562
21 68 1563
22 67 1467
23 66 1500
24 67 1466
25 66 1404
26 66 1427
27 67 1436
28 65 1387
29 66 1400
30 68 1448
0 41 619
1 41 619
2 41 619
3 48 748
4 50 802
5 57 1039
6 59 1188
7 64 1375
8 64 1454
9 64 1586
10 62 1531
11 58 1471
12 63 1572
13 61 1534
14 62 1567
15 63 1638
16 61 1571
17 63 1617
18 64 1601
19 64 1570
20 62 1490
21 64 1449
22 64 1498
23 63 1398
24 64 1425
25 63 1368
26 65 1431
27 61 1310
28 62 1333
29 63 1366
30 63 1353
0 38 558
1 38 558
2 38 558
3 46 730
4 47 756
5 55 1059
6 58 1091
7 62 1388
8 62 1476
9 64 1568
10 62 1608
11 58 1428
12 63 1553
13 60 1514
14 61 1483
15 62 1502
16 63 1535
17 66 1551
18 64 1516
19 65 1504
20 65 1462
21 67 1525
22 66 1465
23 65 1462
24 64 1439
25 66 1479
26 66 1441
27 65 1392
28 65 1396
29 61 1308
30 62 1276
0 38 508
1 38 508
2 38 508
3 48 768
4 49 820
5 57 1005
6 57 1161
7 59 1242
8 62 1365
9 64 1520
10 61 1525
11 62 1503
12 63 1602
13 63 1560
14 65 1608
15 65 1561
16 65 1577
17 66 1589
18 68 1607
19 64 1514
20 67 1614
21 66 1577
22 66 1545
23 66 1522
24 64 1408
25 64 1392
26 63 1359
27 63 1327
28 63 1325
29 63 1309
30 63 1271
0 33 489
1 33 489
2 33 489
3 46 776
4 43 749
5 53 976
6 55 1038
7 56 1187
8 64 1509
9 64 1504
10 67 1591
11 63 1527
12 67 1619
13 67 1587
14 66 1610
15 63 1482
16 65 1585
17 65 1546
18 66 1537
19 64 1443
20 67 1541
21 68 1572
22 68 1514
23 67 1517
24 67 1465
25 67 1451
26 66 1412
27 66 1402
28 66 1394
29 63 1296
30 62 1268
0 37 578
1 37 578
2 37 578
3 49 821
4 47 752
5 57 1081
6 54 1132
7 62 1271
8 58 1386
9 64 1515
10 64 1546
11 64 1521
12 60 1446
13 63 1544
14 63 1525
15 66 1626
16 66 1589
17 65 1563
18 65 1567
19 64 1501
20 67 1565
21 66 1531
22 66 1505
23 64 1457
24 63 1339
25 63 1365
26 63 1328
27 63 1318
28 63 1304
29 63 1293
30 62 1272
0 37 516
1 37 516
2 37 516
3 44 727
4 46 783
5 56 1021
6 58 1145
7 61 1290
8 64 1446
9 64 1558
10 64 1513
11 61 1517
12 62 1400
13 58 1377
14 61 1444
15 63 1496
16 65 1533
17 65 1553
18 63 1489
19 63 1421
20 64 1464
21 66 1511
22 65 1474
23 65 1477
24 65 1467
25 65 1431
26 65 1422
27 65 1404
28 65 1406
29 64 1352
30 65 1358
0 40 613
1 40 613
2 40 613
3 46 719
4 45 797
5 58 1010
6 51 924
7 62 1411
8 57 1187
9 65 1528
10 64 1581
11 60 1491
12 63 1516
13 62 1513
14 62 1469
15 63 1525
16 64 1512
17 64 1560
18 64 1507
19 63 1450
20 65 1527
21 62 1378
22 66 1499
23 63 1427
24 64 1439
25 64 1447
26 64 1415
27 64 1399
28 63 1344
29 63 1303
30 63 1285
0 41 646
1 41 646
2 41 646
3 47 749
4 51 849
5 54 945
6 56 1108
7 61 1341
8 61 1370
9 66 1591
10 62 1486
11 62 1557
12 57 1420
13 60 1444
14 61 1525
15 59 1476
16 62 1504
17 60 1431
18 62 1530
19 62 1481
20 62 1444
21 64 1514
22 66 1505
23 67 1515
24 67 1478
25 62 1357
26 61 1311
27 61 1289
28 61 1279
29 57 1153
30 57 1137
0 39 513
1 39 513
2 39 513
3 46 709
4 50 810
5 53 949
6 54 1115
7 58 1277
8 61 1364
9 64 1584
10 64 1596
11 61 1499
12 64 1619
13 63 1530
14 63 1566
15 63 1518
16 65 1580
17 66 1582
18 66 1586
19 65 1531
20 66 1585
21 66 1570
22 66 1506
23 66 1544
24 68 1578
25 68 1558
26 67 1478
27 66 1448
28 66 1402
29 65 1366
30 65 1351
0 38 599
1 38 599
2 38 599
3 44 700
4 46 757
5 54 1057
6 56 1122
7 60 1263
8 60 1308
9 64 1510
10 66 1523
11 66 1624
12 63 1577
13 63 1537
14 64 1591
15 67 1604
16 64 1543
17 66 1588
18 65 1604
19 66 1602
20 65 1533
21 66 1549
22 66 1504
23 66 1498
24 66 1506
25 66 1448
26 62 1317
27 62 1313
28 62 1297
29 61 1257
30 58 1167
0 37 533
1 37 533
2 37 533
3 51 822
4 51 854
5 52 977
6 53 972
7 61 1342
8 61 1388
9 64 1526
10 62 1447
11 64 1626
12 62 1505
13 61 1473
14 60 1477
15 65 1578
16 65 1576
17 64 1567
18 65 1535
19 65 1516
20 66 1518
21 66 1492
22 63 1416
23 63 1346
24 64 1365
25 64 1348
26 64 1362
27 64 1338
28 61 1229
29 62 1254
30 62 1258
0 39 614
1 39 614
2 39 614
3 51 815
4 53 861
5 59 1119
6 57 1085
7 59 1385
8 61 1497
9 64 1499
10 64 1519
11 60 1440
12 61 1578
13 61 1532
14 61 1529
15 62 1580
16 61 1528
17 65 1521
18 66 1577
19 65 1557
20 65 1501
21 68 1566
22 65 1450
23 64 1414
24 65 1447
25 66 1433
26 65 1395
27 64 1370
28 63 1313
29 63 1306
30 61 1205
0 35 506
1 35 506
2 35 506
3 43 685
4 46 749
5 53 993
6 56 1108
7 60 1271
8 61 1455
9 66 1586
10 65 1635
11 63 1575
12 62 1591
13 64 1600
14 65 1669
15 65 1604
16 63 1530
17 64 1579
18 66 1580
19 65 1601
20 67 1632
21 66 1529
22 67 1535
23 66 1487
24 64 1426
25 64 1397
26 66 1406
27 64 1346
28 65 1348
29 62 1240
30 61 1227
0 38 582
1 38 582
2 38 582
3 43 707
4 48 816
5 54 936
6 57 1170
7 64 1374
8 64 1435
9 61 1438
10 63 1483
11 61 1533
12 63 1633
13 61 1453
14 59 1533
15 62 1510
16 62 1487
17 65 1536
18 64 1556
19 66 1555
20 65 1544
21 66 1530
22 65 1512
23 65 1484
24 65 1527
25 63 1415
26 64 1385
27 63 1343
28 62 1294
29 63 1339
30 63 1333
0 41 592
1 41 592
2 41 592
3 49 747
4 49 782
5 60 1111
6 59 1107
7 61 1263
8 60 1263
9 65 1557
10 63 1476
11 65 1585
12 62 1604
13 62 1561
14 63 1531
15 64 1489
16 64 1535
17 64 1537
18 64 1491
19 64 1481
20 66 1488
21 65 1486
22 65 1482
23 66 1485
24 67 1426
25 67 1428
26 65 1385
27 65 1351
28 64 1325
29 60 1245
30 60 1239
0 39 597
1 39 597
2 39 597
3 51 825
4 51 869
5 56 1060
6 54 1111
7 61 1258
8 60 1296
9 60 1543
10 62 1586
11 63 1587
12 63 1542
13 63 1547
14 62 1524
15 63 1516
16 63 1520
17 64 1524
18 63 1473
19 65 1552
20 63 1494
21 65 1457
22 66 1482
23 65 1459
24 65 1422
25 64 1370
26 64 1348
27 64 1342
28 62 1290
29 60 1244
30 60 1238
0 39 564
1 39 564
2 39 564
3 47 753
4 49 876
5 54 1057
6 56 1132
7 64 1412
8 62 1393
9 62 1465
10 65 1612
11 62 1489
12 60 1489
13 64 1612
14 61 1540
15 63 1529
16 63 1555
17 63 1523
18 65 1555
19 66 1504
20 67 1512
21 66 1485
22 66 1475
23 67 1472
24 65 1411
25 65 1387
26 65 1418
27 65 1393
28 65 1377
29 64 1370
30 64 1341
0 41 623
1 41 623
2 41 623
3 47 758
4 48 830
5 55 950
6 57 1058
7 61 1274
8 61 1307
9 61 1397
10 61 1404
11 61 1460
12 59 1431
13 61 1486
14 62 1510
15 62 1448
16 61 1486
17 61 1485
18 66 1569
19 66 1535
20 65 1501
21 65 1488
22 65 1466
23 64 1402
24 64 1384
25 62 1302
26 63 1298
27 63 1294
28 61 1257
29 64 1292
30 63 1238
0 37 562
1 37 562
2 37 562
3 47 731
4 47 776
5 57 1094
6 60 1177
7 58 1272
8 61 1390
9 64 1501
10 64 1560
11 64 1535
12 63 1510
13 61 1549
14 62 1552
15 62 1528
16 63 1562
17 67 1638
18 66 1633
19 67 1649
20 64 1534
21 66 1509
22 66 1510
23 67 1531
24 62 1356
25 62 1356
26 63 1375
27 63 1357
28 62 1335
29 61 1321
30 60 1269
0 33 457
1 33 457
2 33 457
3 48 809
4 47 800
5 56 1051
6 58 1141
7 61 1288
8 62 1452
9 66 1571
10 63 1523
11 61 1476
12 59 1550
13 56 1355
14 60 1513
15 60 1510
16 62 1538
17 61 1456
18 60 1414
19 63 1460
20 65 1523
21 63 1445
22 62 1410
23 63 1412
24 64 1429
25 65 1442
26 61 1328
27 61 1298
28 61 1322
29 61 1304
30 61 1272
0 42 619
1 42 619
2 42 619
3 54 878
4 55 951
5 58 1165
6 60 1307
7 62 1468
8 60 1432
9 60 1519
10 61 1522
11 58 1534
12 62 1587
13 59 1558
14 60 1467
15 62 1508
16 64 1562
17 63 1548
18 63 1558
19 64 1486
20 62 1424
21 64 1468
22 64 1505
23 64 1476
24 64 1483
25 65 1447
26 66 1408
27 66 1441
28 66 1406
29 63 1293
30 64 1301
0 44 644
1 44 644
2 44 644
3 46 771
4 47 708
5 55 964
6 56 1081
7 64 1395
8 61 1401
9 63 1466
10 61 1485
11 63 1554
12 60 1433
13 61 1483
14 64 1601
15 64 1523
16 64 1528
17 67 1583
18 70 1665
19 67 1576
20 67 1568
21 66 1466
22 65 1476
23 65 1442
24 65 1436
25 64 1383
26 64 1377
27 65 1378
28 64 1313
29 63 1311
30 62 1247
0 39 540
1 39 540
2 39 540
3 49 723
4 52 791
5 59 1133
6 60 1231
7 60 1207
8 61 1297
9 65 1629
10 64 1529
11 60 1378
12 59 1368
13 60 1431
14 62 1506
15 63 1528
16 62 1486
17 64 1494
18 66 1586
19 66 1498
20 65 1471
21 67 1460
22 67 1466
23 67 1443
24 66 1380
25 67 1397
26 67 1361
27 67 1391
28 67 1387
29 66 1363
30 64 1332
0 37 545
1 37 545
2 37 545
3 49 796
4 47 759
5 53 1002
6 56 1106
7 62 1353
8 60 1409
9 62 1462
10 64 1511
11 65 1594
12 63 1546
13 64 1591
14 64 1539
15 67 1646
16 66 1667
17 65 1545
18 66 1604
19 66 1548
20 65 1543
21 66 1540
22 65 1455
23 65 1429
24 64 1424
25 63 1384
26 62 1355
27 61 1304
28 62 1309
29 62 1309
30 63 1318
0 42 641
1 42 641
2 42 641
3 46 772
4 50 875
5 57 1047
6 57 1153
7 61 1341
8 62 1427
9 64 1528
10 62 1528
11 60 1560
12 58 1479
13 61 1534
14 63 1563
15 61 1513
16 61 1541
17 62 1539
18 64 1518
19 62 1503
20 61 1455
21 65 1511
22 63 1434
23 64 1484
24 62 1418
25 65 1398
26 64 1363
27 63 1298
28 63 1308
29 62 1255
30 62 1257
0 39 608
1 39 608
2 39 608
3 46 711
4 46 786
5 55 1083
6 56 1123
7 61 1329
8 64 1552
9 65 1569
10 63 1569
11 60 1632
12 61 1556
13 61 1584
14 62 1572
15 63 1572
16 60 1465
17 61 1576
18 64 1597
19 65 1576
20 62 1439
21 63 1442
22 64 1450
23 62 1375
24 62 1365
25 62 1335
26 61 1309
27 61 1289
28 59 1240
29 59 1218
30 59 1212
0 37 548
1 37 548
2 37 548
3 50 814
4 48 844
5 57 1144
6 56 1179
7 61 1335
8 63 1522
9 64 1587
10 60 1447
11 59 1397
12 59 1449
13 60 1431
14 60 1517
15 59 1441
16 60 1495
17 59 1459
18 59 1445
19 59 1398
20 61 1426
21 60 1388
22 65 1532
23 65 1521
24 64 1459
25 62 1387
26 62 1355
27 62 1323
28 61 1296
29 59 1227
30 60 1228
0 38 522
1 38 522
2 38 522
3 49 749
4 48 814
5 58 1118
6 53 1087
7 64 1364
8 60 1368
9 67 1598
10 65 1575
11 65 1582
12 62 1558
13 64 1584
14 58 1419
15 63 1577
16 60 1492
17 64 1534
18 64 1592
19 63 1535
20 65 1543
21 67 1579
22 68 1535
23 67 1513
24 62 1391
25 62 1377
26 62 1381
27 62 1346
28 62 1312
29 64 1353
30 64 1327
0 38 560
1 38 560
2 38 560
3 50 818
4 45 746
5 59 1049
6 56 1087
7 62 1283
8 63 1416
9 66 1537
10 61 1456
11 65 1603
12 63 1495
13 62 1503
14 66 1602
15 65 1545
16 63 1511
17 67 1607
18 66 1539
19 67 1579
20 66 1503
21 67 1491
22 66 1464
23 66 1454
24 65 1416
25 65 1387
26 65 1381
27 64 1326
28 65 1333
29 63 1295
30 63 1257
0 41 648
1 41 648
2 41 648
3 46 764
4 52 902
5 56 1097
6 58 1230
7 64 1494
8 58 1340
9 61 1538
10 61 1538
11 62 1579
12 61 1501
13 61 1460
14 62 1561
15 62 1540
16 64 1566
17 64 1484
18 68 1670
19 67 1546
20 65 1515
21 66 1560
22 64 1468
23 67 1530
24 63 1353
25 61 1284
26 61 1289
27 60 1252
28 62 1252
29 62 1262
30 62 1250
0 33 537
1 33 537
2 33 537
3 44 767
4 45 753
5 55 1113
6 58 1202
7 60 1320
8 63 1425
9 64 1528
10 62 1475
11 62 1542
12 62 1464
13 64 1529
14 63 1564
15 65 1556
16 64 1527
17 65 1567
18 66 1516
19 63 1499
20 63 1494
21 65 1521
22 64 1488
23 63 1424
24 63 1372
25 62 1356
26 62 1342
27 62 1306
28 62 1306
29 62 1310
30 62 1274
0 39 580
1 39 580
2 39 580
3 48 782
4 49 807
5 55 941
6 57 1139
7 62 1294
8 62 1426
9 61 1436
10 64 1573
11 61 1524
12 62 1595
13 61 1504
14 61 1513
15 63 1523
16 63 1573
17 63 1501
18 66 1532
19 66 1535
20 66 1498
21 65 1470
22 66 1468
23 64 1410
24 63 1370
25 63 1334
26 61 1263
27 59 1210
28 59 1180
29 61 1218
30 61 1206
0 38 604
1 38 604
2 38 604
3 48 841
4 48 830
5 61 1254
6 54 1095
7 61 1340
8 59 1333
9 64 1587
10 58 1398
11 62 1547
12 57 1421
13 59 1560
14 57 1479
15 57 1389
16 59 1478
17 58 1362
18 63 1501
19 62 1495
20 63 1477
21 64 1501
22 63 1416
23 64 1444
24 65 1459
25 65 1409
26 65 1413
27 66 1442
28 66 1394
29 66 1376
30 65 1382
0 35 551
1 35 551
2 35 551
3 51 896
4 51 859
5 56 1017
6 56 1031
7 63 1402
8 62 1392
9 65 1635
10 66 1621
11 61 1471
12 62 1460
13 62 1498
14 65 1561
15 65 1568
16 65 1570
17 64 1524
18 64 1569
19 65 1587
20 64 1491
21 65 1480
22 66 1497
23 66 1518
24 67 1525
25 65 1424
26 64 1380
27 64 1375
28 65 1351
29 62 1304
30 62 1316
0 35 590
1 35 590
2 35 590
3 43 728
4 48 867
5 54 1093
6 54 1040
7 61 1309
8 60 1425
9 66 1623
10 61 1513
11 64 1552
12 63 1605
13 66 1568
14 64 1543
15 64 1548
16 64 1510
17 66 1559
18 64 1508
19 66 1520
20 65 1499
21 66 1448
22 64 1389
23 64 1387
24 64 1379
25 65 1393
26 67 1480
27 65 1369
28 65 1372
29 63 1320
30 63 1316
0 38 561
1 38 561
2 38 561
3 50 842
4 50 906
5 54 958
6 57 1119
7 64 1412
8 62 1399
9 65 1603
10 61 1507
11 65 1502
12 57 1440
13 55 1324
14 61 1556
15 64 1478
16 63 1552
17 62 1518
18 62 1462
19 66 1557
20 64 1548
21 64 1553
22 62 1416
23 62 1419
24 62 1421
25 61 1311
26 61 1311
27 60 1272
28 60 1244
29 60 1192
30 61 1199
0 40 581
1 40 581
2 40 581
3 47 758
4 49 837
5 56 1048
6 57 1178
7 59 1321
8 58 1281
9 63 1544
10 63 1604
11 58 1438
12 58 1482
13 59 1458
14 59 1525
15 61 1578
16 61 1501
17 60 1505
18 64 1588
19 65 1536
20 61 1455
21 63 1485
22 65 1505
23 63 1427
24 65 1491
25 65 1491
26 65 1465
27 64 1423
28 62 1324
29 62 1314
30 62 1289
0 39 605
1 39 605
2 39 605
3 53 831
4 53 906
5 58 1063
6 58 1174
7 60 1278
8 62 1435
9 62 1494
10 66 1566
11 62 1541
12 67 1652
13 63 1552
14 62 1566
15 65 1633
16 63 1576
17 64 1546
18 63 1563
19 64 1524
20 66 1471
21 67 1516
22 66 1437
23 67 1454
24 65 1409
25 64 1372
26 61 1262
27 60 1200
28 60 1202
29 60 1192
30 60 1178
0 40 624
1 40 624
2 40 624
3 46 780
4 45 771
5 55 1013
6 57 1260
7 63 1417
8 63 1526
9 63 1593
10 68 1676
11 65 1594
12 62 1473
13 63 1454
14 63 1539
15 64 1580
16 63 1492
17 64 1512
18 65 1575
19 66 1575
20 68 1577
21 65 1467
22 66 1529
23 66 1473
24 69 1508
25 68 1496
26 67 1498
27 67 1459
28 66 1386
29 66 1392
30 63 1290
0 37 583
1 37 583
2 37 583
3 50 840
4 47 799
5 55 996
6 60 1184
7 61 1328
8 60 1387
9 67 1517
10 65 1524
11 61 1433
12 66 1544
13 65 1544
14 65 1505
15 67 1549
16 67 1591
17 65 1538
18 66 1524
19 68 1549
20 68 1542
21 68 1508
22 68 1539
23 66 1439
24 67 1502
25 64 1404
26 63 1320
27 64 1322
28 64 1336
29 64 1342
30 64 1292
0 36 566
1 36 566
2 36 566
3 43 678
4 48 864
5 57 1073
6 53 1079
7 61 1409
8 62 1526
9 66 1555
10 62 1581
11 60 1552
12 61 1524
13 63 1536
14 59 1509
15 62 1545
16 61 1491
17 64 1562
18 64 1539
19 63 1537
20 64 1571
21 66 1547
22 65 1516
23 67 1508
24 63 1404
25 63 1399
26 63 1354
27 62 1299
28 62 1293
29 63 1237
30 63 1253
0 34 507
1 34 507
2 34 507
3 46 838
4 45 825
5 51 942
6 55 1085
7 58 1311
8 64 1448
9 63 1508
10 65 1578
11 63 1509
12 65 1578
13 64 1545
14 63 1562
15 64 1573
16 63 1612
17 65 1572
18 66 1608
19 66 1590
20 68 1592
21 68 1544
22 68 1512
23 66 1480
24 66 1472
25 65 1451
26 64 1382
27 64 1396
28 64 1380
29 64 1346
30 64 1362
0 38 601
1 38 601
2 38 601
3 45 726
4 51 887
5 59 1082
6 57 1168
7 62 1303
8 60 1264
9 63 1479
10 62 1531
11 59 1402
12 63 1584
13 64 1521
14 66 1508
15 65 1521
16 66 1562
17 68 1596
18 65 1480
19 67 1548
20 66 1500
21 66 1467
22 64 1405
23 64 1437
24 63 1380
25 63 1356
26 64 1389
27 64 1349
28 63 1312
29 60 1242
30 60 1244
0 38 522
1 38 522
2 38 522
3 47 755
4 48 786
5 55 961
6 54 975
7 61 1294
8 59 1242
9 63 1503
10 63 1548
11 63 1560
12 64 1559
13 61 1516
14 64 1562
15 63 1567
16 64 1560
17 66 1599
18 67 1592
19 66 1530
20 67 1540
21 67 1514
22 66 1497
23 63 1384
24 63 1356
25 64 1391
26 64 1393
27 64 1383
28 64 1365
29 64 1347
30 61 1258
0 39 620
1 39 620
