heat, value, length
30 65 1285
0 34 544
1 34 544
2 34 544
3 46 813
4 47 809
5 53 988
6 55 1079
7 61 1310
8 60 1373
9 63 1533
10 64 1638
11 61 1477
12 65 1685
13 61 1521
14 63 1515
15 64 1609
16 63 1500
17 65 1533
18 62 1459
19 65 1557
20 66 1484
21 66 1460
22 66 1450
23 63 1370
24 64 1409
25 63 1352
26 63 1340
27 62 1306
28 62 1292
29 62 1289
30 62 1275
0 38 577
1 38 577
2 38 577
3 47 743
4 48 803
5 54 986
6 55 1059
7 64 1503
8 62 1369
9 64 1531
10 64 1597
11 61 1523
12 64 1594
13 63 1620
14 64 1573
15 67 1578
16 66 1576
17 66 1585
18 68 1575
19 67 1538
20 67 1501
21 63 1424
22 64 1457
23 64 1384
24 64 1366
25 65 1395
26 65 1371
27 65 1354
28 63 1308
29 64 1338
30 64 1336
0 35 529
1 35 529
2 35 529
3 44 748
4 48 865
5 54 1053
6 59 1209
7 59 1197
8 60 1339
9 61 1457
10 61 1472
11 62 1588
12 61 1520
13 65 1613
14 63 1580
15 62 1562
16 66 1630
17 64 1569
18 65 1551
19 64 1512
20 66 1521
21 64 1474
22 62 1417
23 63 1383
24 63 1385
25 63 1365
26 63 1363
27 63 1337
28 63 1335
29 64 1319
30 64 1323
0 40 606
1 40 606
2 40 606
3 48 763
4 47 739
5 60 1073
6 56 1048
7 62 1361
8 61 1363
9 61 1486
10 60 1454
11 63 1580
12 58 1492
13 61 1570
14 61 1549
15 61 1484
16 64 1603
17 62 1472
18 63 1567
19 64 1527
20 66 1586
21 67 1574
22 66 1576
23 65 1440
24 65 1394
25 64 1361
26 64 1337
27 62 1295
28 62 1273
29 62 1239
30 62 1249
0 40 628
1 40 628
2 40 628
3 50 811
4 52 926
5 56 1040
6 56 1198
7 63 1399
8 63 1508
9 60 1506
10 62 1558
11 61 1547
12 61 1482
13 62 1502
14 64 1619
15 65 1594
16 64 1563
17 67 1663
18 66 1624
19 67 1653
20 66 1657
21 67 1566
22 67 1533
23 65 1513
24 65 1447
25 63 1413
26 64 1391
27 64 1371
28 63 1346
29 62 1291
30 62 1278

FINAL RESULT:69
heat: 21
length: 1248
[('25', '30'), ('6', '18'), ('16', '23'), ('30', '38'), ('48', '45'), ('47', '1'), ('38', '41'), ('4', '11'), ('27', '40'), ('26', '7'), ('31', '41'), ('1', '40'), ('47', '30'), ('22', '43'), ('31', '33'), ('50', '29'), ('14', '46'), ('6', '40'), ('19', '43'), ('50', '13'), ('13', '6'), ('15', '44'), ('1', '4'), ('9', '5'), ('46', '39'), ('7', '34'), ('44', '32'), ('27', '42'), ('37', '21'), ('39', '8'), ('23', '45'), ('12', '46'), ('38', '3'), ('17', '9'), ('49', '3'), ('45', '29'), ('15', '47'), ('49', '35'), ('22', '34'), ('18', '36'), ('33', '3'), ('35', '20'), ('17', '11'), ('39', '50'), ('40', '4'), ('34', '32'), ('35', '3'), ('4', '22'), ('38', '44'), ('28', '48'), ('40', '39'), ('15', '35'), ('28', '39'), ('4', '15'), ('13', '10'), ('33', '26'), ('13', '37'), ('28', '37'), ('6', '42'), ('15', '17'), ('2', '12'), ('12', '11'), ('26', '18'), ('2', '21'), ('45', '35'), ('34', '8'), ('2', '38'), ('31', '8'), ('41', '48'), ('2', '14')]
