heat, value, length
5 30 421
6 30 447
7 29 448
8 30 503
9 29 506
10 30 557
11 30 587
12 30 601
13 30 617
14 30 645
15 30 657
16 30 675
17 30 663
18 30 699
19 30 663
20 30 659
21 30 667
22 30 619
23 29 568
24 27 500
25 27 482
26 27 474
27 27 460
28 27 462
29 27 460
5 29 387
6 29 403
7 29 429
8 29 463
9 29 483
10 30 559
11 29 543
12 29 575
13 29 597
14 30 651
15 30 673
16 30 663
17 30 663
18 30 663
19 30 669
20 30 647
21 30 621
22 29 561
23 29 545
24 29 531
25 29 503
26 29 503
27 29 467
28 29 467
29 29 461
5 29 390
6 29 434
7 29 450
8 29 454
9 29 492
10 29 488
11 29 530
12 29 566
13 29 576
14 30 625
15 29 616
16 29 620
17 29 598
18 29 614
19 29 614
20 29 614
21 29 584
22 29 560
23 29 572
24 29 570
25 29 564
26 27 533
27 27 511
28 27 497
29 27 495
5 30 429
6 30 473
7 30 503
8 30 507
9 30 559
10 30 571
11 30 601
12 30 651
13 30 653
14 30 659
15 30 689
16 30 681
17 30 703
18 30 699
19 30 663
20 30 663
21 30 649
22 30 611
23 29 580
24 29 522
25 29 522
26 29 516
27 29 512
28 29 510
29 29 504
5 28 386
6 29 409
7 29 449
8 29 467
9 29 499
10 29 521
11 29 545
12 29 585
13 30 635
14 29 619
15 30 683
16 30 687
17 30 649
18 30 649
19 30 655
20 30 663
21 29 623
22 29 581
23 28 530
24 28 498
25 28 478
26 28 470
27 28 458
28 28 454
29 28 454
5 30 421
6 29 419
7 29 461
8 30 517
9 29 509
10 30 573
11 29 549
12 30 611
13 30 621
14 30 651
15 30 645
16 30 629
17 30 627
18 30 655
19 30 631
20 29 575
21 29 569
22 29 555
23 29 547
24 29 525
25 29 511
26 29 501
27 29 497
28 30 531
29 30 525
5 29 410
6 29 420
7 29 450
8 29 484
9 29 506
10 29 538
11 29 562
12 29 580
13 29 606
14 29 598
15 29 596
16 30 645
17 29 640
18 29 610
19 29 612
20 29 616
21 29 578
22 29 564
23 28 522
24 27 512
25 27 478
26 27 476
27 27 478
28 27 478
29 27 476

FINAL RESULT:30
heat: 7
length: 335
[('7', '15'), ('16', '18'), ('4', '5'), ('16', '22'), ('20', '6'), ('16', '6'), ('4', '1'), ('23', '17'), ('4', '6'), ('6', '8'), ('3', '21'), ('2', '1'), ('21', '11'), ('17', '10'), ('10', '14'), ('8', '14'), ('16', '9'), ('11', '5'), ('20', '3'), ('24', '9'), ('23', '12'), ('8', '10'), ('11', '8'), ('24', '5'), ('4', '24'), ('4', '16'), ('14', '19'), ('12', '25'), ('21', '20'), ('23', '14')]
